,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Weekend_special
2550,0,0,0,0,2,3,1,0,0,0.2,4,2,2,5,4,1,FALSE,FALSE,FALSE
2551,0,0,0,0,0,0,0,0,0,0,4,3,2,1,3,1,TRUE,FALSE,FALSE
2552,0,0,1,1,1,0,0,0,0,0,4,2,2,1,4,1,FALSE,FALSE,FALSE
2553,1,1,1,1,1,2,1,1,23.554375,0,4,2,2,1,2,1,FALSE,TRUE,FALSE
2554,0,0,0,0,0,0,0,0,0,0,4,2,2,4,1,1,FALSE,FALSE,FALSE
2555,1,1,0,0,1,2,1,1,0,0,4,2,2,1,5,2,TRUE,FALSE,FALSE
2556,0,0,0,0,1,0,1,1,0,0.8,4,1,1,6,1,1,FALSE,FALSE,FALSE
2557,1,2,1,1,1,1,1,1,29.77418182,0,4,2,4,4,2,1,FALSE,TRUE,FALSE
2558,1,2,0,0,1,2,1,1,0,0,4,3,2,4,2,1,FALSE,FALSE,FALSE
2559,1,2,0,0,1,3,0,0,0,0.4,4,3,2,1,11,1,FALSE,FALSE,FALSE
2560,1,2,1,1,2,3,1,0,0,0,4,2,2,1,5,1,FALSE,FALSE,FALSE
2561,1,2,1,1,1,2,1,1,0,0,4,1,1,1,1,1,FALSE,FALSE,FALSE
2562,0,0,0,0,0,0,0,0,0,0,4,2,2,1,13,1,FALSE,FALSE,FALSE
2563,0,0,0,0,0,1,1,0,0,0.4,4,2,2,3,1,1,FALSE,FALSE,FALSE
2564,1,2,1,0,2,3,1,1,0.673127586,0.8,4,2,2,5,6,1,FALSE,FALSE,FALSE
2565,0,2,0,0,1,1,0,0,0,0.8,4,3,2,8,13,1,FALSE,FALSE,FALSE
2566,1,2,1,1,1,1,1,1,0,0,4,2,4,7,1,1,FALSE,FALSE,FALSE
2567,0,0,0,0,1,1,0,0,0,0.6,4,3,2,1,3,1,FALSE,FALSE,FALSE
2568,1,2,1,1,2,3,1,1,2.273598775,0,4,2,2,1,2,1,TRUE,FALSE,FALSE
2569,0,0,0,0,0,0,0,0,0,0,4,2,2,4,13,1,FALSE,FALSE,FALSE
2570,0,0,0,0,1,0,0,0,0,0,4,2,4,1,2,1,TRUE,FALSE,FALSE
2571,0,0,0,0,1,2,1,1,0,0,4,2,5,1,4,1,FALSE,FALSE,FALSE
2572,0,0,0,0,0,1,0,0,0,0,4,1,1,1,15,1,TRUE,FALSE,FALSE
2573,0,0,0,0,0,0,1,0,0,0,4,1,1,4,1,1,TRUE,FALSE,FALSE
2574,0,0,0,0,1,2,0,0,57.584,0,4,2,2,1,4,1,FALSE,FALSE,FALSE
2575,0,1,0,0,1,1,1,1,0,0,4,2,2,8,16,1,FALSE,FALSE,FALSE
2576,0,0,0,0,0,1,0,0,0,0,4,1,1,3,3,1,FALSE,FALSE,FALSE
2577,1,1,0,0,1,2,1,1,0,0,4,2,2,2,11,1,FALSE,FALSE,FALSE
2578,1,2,0,0,0,0,1,0,0,0,4,1,1,7,3,2,FALSE,FALSE,FALSE
2579,1,2,1,1,1,3,1,1,34.34857143,0,4,2,2,7,1,2,FALSE,TRUE,FALSE
2580,0,1,0,0,1,1,1,1,18.370625,0,4,1,1,1,4,1,FALSE,FALSE,FALSE
2581,0,1,1,1,2,3,1,0,5.976060606,0.4,4,2,2,4,13,1,FALSE,FALSE,FALSE
2582,0,0,1,1,1,2,1,0,0,0,4,3,2,1,2,1,FALSE,FALSE,FALSE
2583,0,0,0,0,1,1,1,1,29.31555556,0,4,2,2,1,2,1,FALSE,TRUE,FALSE
2584,1,1,0,0,2,2,0,0,15.15205714,0.2,4,2,2,7,2,1,FALSE,FALSE,FALSE
2585,0,0,0,0,1,1,1,0,0,0.8,4,1,1,1,1,1,FALSE,FALSE,FALSE
2586,0,0,0,0,1,1,1,0,0,0,4,2,4,2,3,1,TRUE,FALSE,FALSE
2587,1,1,0,0,1,3,1,1,14.33124324,0,4,2,2,2,4,1,FALSE,FALSE,FALSE
2588,0,0,0,0,0,1,1,0,0,0,4,2,10,2,3,1,FALSE,FALSE,FALSE
2589,0,2,0,0,1,2,1,1,146.23875,0,4,2,2,5,2,2,FALSE,TRUE,FALSE
2590,1,2,1,1,2,3,1,1,2.873954681,0,4,2,2,1,2,1,FALSE,FALSE,FALSE
2591,0,0,0,0,1,1,1,1,0,0,4,2,10,3,2,2,FALSE,FALSE,FALSE
2592,0,0,0,0,0,0,1,0,0,0,4,2,4,5,1,1,FALSE,FALSE,FALSE
2593,0,0,0,0,0,1,0,0,0,0.6,4,2,4,3,1,1,FALSE,FALSE,FALSE
2594,0,0,0,0,1,3,1,0,0,0.8,4,1,1,1,3,1,FALSE,FALSE,FALSE
2595,0,0,0,0,1,3,0,0,0,0,4,2,2,8,6,1,FALSE,FALSE,FALSE
2596,0,0,0,0,0,0,0,0,0,0,4,3,2,1,3,1,FALSE,FALSE,FALSE
2597,0,1,1,1,0,0,0,0,0,0,4,2,2,4,3,1,FALSE,FALSE,FALSE
2598,0,0,0,0,1,2,1,1,39.97777778,0,4,1,1,1,2,1,TRUE,TRUE,FALSE
2599,1,2,1,1,2,3,0,0,2.613452922,0,4,2,2,6,11,1,TRUE,FALSE,FALSE
2600,0,0,0,0,1,3,1,0,0,0,4,2,2,3,13,1,FALSE,FALSE,FALSE
2601,0,0,0,0,1,2,1,1,0,0,4,3,2,3,1,1,FALSE,FALSE,FALSE
2602,1,2,1,1,1,2,1,1,54.33103704,0,4,2,5,2,4,1,TRUE,TRUE,FALSE
2603,0,0,0,0,1,3,1,1,0,1,4,1,1,3,7,1,TRUE,FALSE,TRUE
2604,0,2,0,0,1,2,1,1,101.3721739,0,4,1,1,1,4,1,TRUE,TRUE,FALSE
2605,0,0,0,0,1,1,1,0,0,0.2,4,3,2,3,13,1,FALSE,FALSE,FALSE
2606,1,2,1,1,2,3,0,0,0,0.6,4,1,1,3,2,1,FALSE,FALSE,FALSE
2607,0,0,0,0,1,1,0,1,0,0.6,4,3,2,7,13,1,FALSE,FALSE,FALSE
2608,1,2,1,1,1,1,1,1,0,0,4,1,1,1,3,1,FALSE,FALSE,FALSE
2609,0,0,0,0,1,3,1,0,0,0,4,2,2,1,3,1,TRUE,FALSE,FALSE
2610,0,0,0,0,1,0,0,0,0,0,4,2,2,2,6,1,TRUE,FALSE,FALSE
2611,0,0,0,0,0,0,0,0,0,0.6,4,2,2,3,4,1,FALSE,FALSE,FALSE
2612,0,0,0,0,1,2,0,1,0,1,4,1,1,3,4,1,TRUE,FALSE,TRUE
2613,0,0,0,0,0,0,1,1,0,0,4,2,2,9,4,1,FALSE,FALSE,FALSE
2614,1,2,0,0,1,3,1,1,33.196,0,4,2,2,1,2,1,FALSE,FALSE,FALSE
2615,0,0,0,0,0,0,0,0,0,0,4,2,2,3,3,1,FALSE,FALSE,FALSE
2616,1,2,0,0,1,2,1,1,0,0,4,1,2,4,15,1,TRUE,FALSE,FALSE
2617,1,2,0,0,2,3,1,1,0,0,4,1,2,2,2,1,TRUE,FALSE,FALSE
2618,0,1,1,1,1,2,1,1,20.79115942,0,4,2,2,4,4,1,FALSE,FALSE,FALSE
2619,0,0,0,0,0,0,0,0,0,0,4,2,2,7,4,1,FALSE,FALSE,FALSE
2620,0,1,0,0,1,0,1,1,0,0.6,4,2,2,1,3,2,FALSE,FALSE,FALSE
2621,0,0,0,0,0,0,0,0,0,0,4,1,1,1,3,1,FALSE,FALSE,FALSE
2622,0,0,0,0,2,2,0,0,0,0.6,4,2,5,1,2,1,FALSE,FALSE,FALSE
2623,1,2,1,1,1,2,1,1,9.511714286,0,4,3,2,2,11,1,FALSE,TRUE,FALSE
2624,0,0,0,0,1,1,1,1,0,0.8,4,4,1,1,2,1,FALSE,FALSE,FALSE
2625,1,2,0,0,1,2,1,1,0,0,4,3,2,6,13,1,FALSE,FALSE,FALSE
2626,1,2,1,1,1,2,1,1,33.3335814,0,4,2,4,1,3,1,FALSE,FALSE,FALSE
2627,0,1,0,0,1,1,1,0,0,0.8,4,2,2,3,2,1,FALSE,FALSE,FALSE
2628,0,0,0,0,1,1,0,0,0,0,4,2,2,2,7,1,FALSE,FALSE,FALSE
2629,0,0,0,0,1,1,0,0,0,0,4,3,2,6,4,1,TRUE,FALSE,FALSE
2630,0,0,0,0,1,1,1,1,0,0,4,2,2,9,1,1,TRUE,FALSE,FALSE
2631,1,2,0,0,1,2,0,0,0,0.2,4,3,2,1,2,1,FALSE,FALSE,FALSE
2632,1,2,1,1,1,2,1,1,0,0,4,2,2,5,2,1,FALSE,FALSE,FALSE
2633,0,1,1,1,2,3,1,1,19.13415285,0.8,4,3,2,4,13,1,FALSE,FALSE,FALSE
2634,1,1,0,0,0,0,1,1,0,0,4,2,2,6,5,2,FALSE,FALSE,FALSE
2635,0,0,0,0,0,0,1,0,0,0,4,3,2,1,3,2,FALSE,FALSE,FALSE
2636,1,2,1,1,1,2,0,0,0,0,4,2,5,6,1,1,TRUE,FALSE,FALSE
2637,1,2,0,0,2,3,1,1,7.610431148,0,4,2,2,1,13,1,FALSE,FALSE,FALSE
2638,0,0,0,0,0,0,0,0,0,0.6,4,2,4,1,6,1,FALSE,FALSE,FALSE
2639,0,2,0,0,1,1,1,1,0,0,4,2,2,3,2,1,TRUE,FALSE,FALSE
2640,0,0,0,0,0,0,0,0,0,1,4,1,1,1,17,1,TRUE,FALSE,TRUE
2641,0,0,0,0,0,0,0,0,0,0,4,3,2,1,1,1,FALSE,FALSE,FALSE
2642,0,0,0,0,1,1,1,0,0,0.8,4,2,10,7,4,1,FALSE,FALSE,FALSE
2643,0,1,0,0,1,1,1,1,0,0,4,2,2,1,4,1,FALSE,FALSE,FALSE
2644,0,0,0,0,1,1,0,0,0,1,4,2,2,7,3,1,TRUE,FALSE,TRUE
2645,1,2,0,0,2,3,1,0,0,0.8,4,2,2,1,1,1,FALSE,FALSE,FALSE
2646,0,0,0,0,1,0,1,1,0,0,4,4,1,1,3,1,FALSE,FALSE,FALSE
2647,0,0,0,0,1,3,0,0,0,0,4,1,1,2,3,1,FALSE,FALSE,FALSE
2648,1,2,1,1,2,2,1,1,0,0,4,2,2,1,1,1,FALSE,FALSE,FALSE
2649,0,0,0,0,2,2,1,0,0,0.6,4,2,2,7,1,1,FALSE,FALSE,FALSE
2650,1,2,0,0,2,3,0,1,2.050814516,0,4,1,1,6,2,1,FALSE,FALSE,FALSE
2651,0,0,0,0,0,1,1,0,0,0,4,3,2,1,13,1,FALSE,FALSE,FALSE
2652,0,2,0,0,1,2,1,0,0,0.6,4,1,1,1,2,2,FALSE,FALSE,FALSE
2653,0,1,0,0,1,3,1,0,5.997142857,1,4,2,2,4,13,1,TRUE,FALSE,TRUE
2654,0,0,0,0,0,0,0,0,0,0.8,4,3,2,1,2,1,FALSE,FALSE,FALSE
2655,0,2,0,0,1,0,1,0,0,0,4,2,2,3,1,1,FALSE,FALSE,FALSE
2656,0,0,0,0,1,1,1,0,0,0.6,4,1,6,1,4,1,FALSE,FALSE,FALSE
2657,0,0,0,0,0,0,0,0,0,1,4,1,1,1,3,1,TRUE,FALSE,TRUE
2658,0,1,0,0,2,2,1,1,0,0,4,2,4,6,5,2,FALSE,FALSE,FALSE
2659,0,1,0,0,1,2,1,1,215.0094118,0,4,3,2,4,2,1,FALSE,TRUE,FALSE
2660,0,2,0,0,1,2,1,1,0,0,4,1,2,6,4,1,TRUE,FALSE,FALSE
2661,0,0,0,0,0,0,1,0,0,0.6,4,1,2,2,4,2,FALSE,FALSE,FALSE
2662,0,0,0,0,1,2,1,1,5.220705882,0,4,3,2,2,3,1,FALSE,TRUE,FALSE
2663,1,2,1,1,1,3,1,0,15.0047619,0,4,1,2,2,13,1,FALSE,FALSE,FALSE
2664,1,1,0,0,1,3,1,1,0,0,4,2,2,3,2,1,FALSE,FALSE,FALSE
2665,0,0,0,0,0,0,1,0,0,0,4,4,2,1,5,2,FALSE,FALSE,FALSE
2666,1,1,1,1,1,2,1,1,4.230212245,0,4,2,2,2,1,1,TRUE,FALSE,FALSE
2667,0,0,0,0,0,0,1,0,0,0,4,3,2,8,2,1,FALSE,FALSE,FALSE
2668,1,2,1,1,2,3,1,1,11.80233651,0,4,1,1,1,2,1,FALSE,FALSE,FALSE
2669,0,0,0,0,1,1,1,1,4.7095,1,4,2,2,9,2,1,TRUE,TRUE,TRUE
2670,0,0,0,0,0,0,1,0,0,0,4,2,2,1,1,1,TRUE,FALSE,FALSE
2671,0,1,0,0,1,2,1,1,0,0,4,1,2,8,6,1,FALSE,FALSE,FALSE
2672,0,0,0,0,1,2,1,1,0,0,4,3,2,1,13,1,FALSE,FALSE,FALSE
2673,0,2,0,0,1,1,1,1,0,0,4,1,1,1,2,1,FALSE,FALSE,FALSE
2674,0,0,0,0,1,1,1,1,0,0,4,2,2,3,14,1,TRUE,FALSE,FALSE
2675,1,1,0,0,1,2,1,1,0,0,4,2,2,1,4,1,FALSE,FALSE,FALSE
2676,0,0,0,0,0,0,0,0,0,0,4,2,2,3,6,1,FALSE,FALSE,FALSE
2677,0,0,1,1,1,3,0,0,0,0,4,2,2,1,3,1,FALSE,FALSE,FALSE
2678,0,0,0,0,1,1,1,1,0,0,4,2,2,7,4,1,TRUE,FALSE,FALSE
2679,0,0,0,0,1,0,0,0,0,0.6,4,3,2,2,3,1,FALSE,FALSE,FALSE
2680,0,0,0,0,0,0,0,0,0,0,4,6,2,3,5,1,FALSE,FALSE,FALSE
2681,0,0,0,0,1,0,0,0,0,0.4,4,2,2,1,3,1,FALSE,FALSE,FALSE
2682,0,0,0,0,1,2,1,0,0,0,4,2,4,3,4,1,FALSE,FALSE,FALSE
2683,0,0,0,0,0,0,0,0,0,0,4,3,2,3,18,1,TRUE,FALSE,FALSE
2684,0,0,0,0,2,2,1,0,9.922972973,0.6,4,2,6,2,3,1,FALSE,FALSE,FALSE
2685,0,0,0,0,0,1,0,0,0,0,4,2,2,3,3,1,FALSE,FALSE,FALSE
2686,0,0,0,0,0,0,0,0,0,0,4,3,2,3,6,1,FALSE,FALSE,FALSE
2687,1,1,0,0,1,1,1,1,44.29661538,0,4,1,1,1,2,2,FALSE,TRUE,FALSE
2688,0,0,0,0,0,0,0,0,0,0,4,3,2,4,2,1,TRUE,FALSE,FALSE
2689,0,0,0,0,1,1,0,0,0,0,4,2,2,2,2,1,TRUE,FALSE,FALSE
2690,0,0,0,0,1,1,1,0,0,0,4,2,2,1,4,1,FALSE,FALSE,FALSE
2691,0,0,0,0,1,1,0,0,0,0.2,4,3,2,3,3,1,FALSE,FALSE,FALSE
2692,1,2,0,0,0,0,1,0,0,0,4,2,2,9,5,2,FALSE,FALSE,FALSE
2693,0,1,0,0,1,2,1,1,0,0,4,2,2,1,1,2,TRUE,FALSE,FALSE
2694,0,0,0,0,1,1,1,1,0,0.6,4,3,7,3,3,1,FALSE,FALSE,FALSE
2695,0,1,0,0,0,2,1,1,0,0.2,4,3,2,1,19,1,FALSE,FALSE,FALSE
2696,0,1,0,0,2,3,1,0,0,0.8,4,2,2,2,6,1,FALSE,FALSE,FALSE
2697,0,0,0,0,0,0,1,0,0,0,4,2,2,6,3,1,FALSE,FALSE,FALSE
2698,0,0,0,0,2,2,1,1,0,0,4,3,2,1,2,1,FALSE,FALSE,FALSE
2699,0,0,0,0,1,2,0,0,0,0,4,2,2,8,18,1,FALSE,FALSE,FALSE
2700,0,0,0,0,0,0,1,0,0,0,4,2,2,2,3,1,FALSE,FALSE,FALSE
2701,0,0,0,0,0,0,1,0,0,0.8,4,2,2,1,4,1,FALSE,FALSE,FALSE
2702,0,0,0,0,0,0,0,0,0,0.6,4,3,2,1,3,1,FALSE,FALSE,FALSE
2703,1,2,1,1,2,3,1,1,3.099,0.6,4,2,2,2,19,1,FALSE,FALSE,FALSE
2704,0,0,0,0,0,0,0,0,0,0,4,1,1,5,3,2,FALSE,FALSE,FALSE
2705,0,0,0,0,0,0,1,0,0,0,4,2,2,6,13,1,FALSE,FALSE,FALSE
2706,0,0,0,0,1,1,1,1,0,1,4,1,1,1,3,1,TRUE,FALSE,TRUE
2707,0,0,0,0,0,0,0,0,0,0,4,2,4,9,3,1,FALSE,FALSE,FALSE
2708,0,1,0,0,1,2,1,1,32.14213333,0.6,4,3,2,2,6,1,FALSE,TRUE,FALSE
2709,0,0,0,0,1,1,0,0,0,0.8,4,2,2,1,1,1,FALSE,FALSE,FALSE
2710,1,2,1,1,1,2,1,1,4.9872375,0,4,2,2,1,2,1,FALSE,FALSE,FALSE
2711,1,2,0,0,1,2,1,1,0,0,4,1,1,1,4,1,FALSE,FALSE,FALSE
2712,0,0,0,0,0,0,0,0,0,0.8,4,2,2,3,1,1,FALSE,FALSE,FALSE
2713,0,0,0,0,0,2,0,0,0,0.2,4,3,2,1,1,1,FALSE,FALSE,FALSE
2714,0,0,0,0,0,0,0,0,0,0.6,4,1,1,1,1,1,FALSE,FALSE,FALSE
2715,0,0,0,0,1,3,0,0,0,0,4,2,2,6,13,1,FALSE,FALSE,FALSE
2716,0,0,0,0,2,2,1,0,0,0.4,4,2,2,1,11,1,FALSE,FALSE,FALSE
2717,1,2,0,0,1,2,1,0,19.4281,0,4,2,2,1,2,1,FALSE,TRUE,FALSE
2718,0,0,0,0,1,2,1,1,0,0,4,2,2,1,2,1,FALSE,FALSE,FALSE
2719,0,0,0,0,1,0,0,0,0,0,4,2,2,2,3,1,FALSE,FALSE,FALSE
2720,0,1,0,0,0,0,1,1,0,0,4,2,10,3,2,1,FALSE,FALSE,FALSE
2721,0,0,0,0,1,3,1,0,19.59533333,0,4,4,1,2,4,1,TRUE,TRUE,FALSE
2722,0,0,0,0,1,3,1,1,0,0.8,4,2,2,7,4,1,FALSE,FALSE,FALSE
2723,0,0,0,0,0,0,1,0,0,0,4,2,6,7,3,1,FALSE,FALSE,FALSE
2724,1,1,0,0,2,2,0,0,0,0,4,2,2,6,4,1,FALSE,FALSE,FALSE
2725,1,2,1,1,2,3,1,1,2.087782738,0,4,3,2,7,5,1,FALSE,FALSE,FALSE
2726,1,2,1,1,1,2,0,0,3.919126984,0,4,1,1,7,2,1,TRUE,FALSE,FALSE
2727,0,0,0,0,1,1,0,0,0,0.8,4,2,7,9,11,1,FALSE,FALSE,FALSE
2728,1,1,0,0,0,0,0,0,0,0.8,4,2,2,3,4,2,FALSE,FALSE,FALSE
2729,0,1,0,0,1,1,1,1,0,0.6,4,2,2,3,2,1,FALSE,FALSE,FALSE
2730,0,0,0,0,1,1,1,1,0,0,4,2,2,5,4,1,FALSE,FALSE,FALSE
2731,1,2,0,0,2,3,1,1,7.868950242,0,4,2,2,2,14,1,TRUE,FALSE,FALSE
2732,1,1,0,0,2,3,1,0,0,0,4,2,5,7,3,1,FALSE,FALSE,FALSE
2733,0,2,0,0,1,0,0,0,0,0,4,3,2,6,3,1,FALSE,FALSE,FALSE
2734,0,0,0,0,0,0,0,0,0,0.8,4,2,2,4,2,1,FALSE,FALSE,FALSE
2735,1,2,0,0,1,1,1,1,0,0,4,1,1,3,2,1,FALSE,FALSE,FALSE
2736,0,0,0,0,1,1,0,0,0,0.8,4,2,2,1,6,1,FALSE,FALSE,FALSE
2737,0,1,0,0,1,0,1,1,0,0.8,4,2,2,3,2,1,FALSE,FALSE,FALSE
2738,1,2,1,1,1,1,1,1,0,0,4,1,1,3,3,1,FALSE,FALSE,FALSE
2739,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,1,FALSE,FALSE,FALSE
2740,1,1,0,0,2,1,1,1,0,0,4,3,2,1,2,1,TRUE,FALSE,FALSE
2741,1,1,0,0,1,1,1,1,12.55885714,0,4,2,2,1,4,1,FALSE,TRUE,FALSE
2742,0,0,0,0,0,0,0,0,0,0.4,4,2,2,1,3,1,FALSE,FALSE,FALSE
2743,0,0,0,0,0,0,0,0,0,0,4,1,1,3,11,1,TRUE,FALSE,FALSE
2744,0,0,0,0,2,3,1,1,0,0.8,4,2,2,6,4,1,FALSE,FALSE,FALSE
2745,0,2,1,1,1,3,0,0,33.44055556,0,4,2,2,7,1,1,TRUE,FALSE,FALSE
2746,1,1,1,1,2,3,1,1,9.027320816,0,4,2,7,4,4,1,FALSE,TRUE,FALSE
2747,0,0,0,0,1,0,1,0,0,0,4,2,2,5,4,1,FALSE,FALSE,FALSE
2748,0,0,0,0,1,2,0,0,0,1,4,3,2,7,4,1,TRUE,FALSE,TRUE
2749,1,2,1,1,1,2,1,0,0,0,4,3,2,4,2,1,FALSE,FALSE,FALSE
2750,1,1,0,0,2,3,1,1,0,0,4,2,2,1,4,2,FALSE,FALSE,FALSE
2751,0,0,0,0,0,0,0,0,0,0,4,1,1,2,3,2,FALSE,FALSE,FALSE
2752,1,2,0,0,1,1,0,0,0,0,4,1,1,1,4,1,FALSE,FALSE,FALSE
2753,0,0,0,0,0,0,0,0,0,0,4,2,2,4,13,1,FALSE,FALSE,FALSE
2754,0,0,0,0,0,0,1,0,0,0,4,4,1,1,3,1,FALSE,FALSE,FALSE
2755,1,1,0,0,1,1,1,1,71.944,0,4,4,1,2,3,1,TRUE,TRUE,FALSE
2756,0,0,0,0,0,1,0,0,0,0,4,1,1,4,3,1,FALSE,FALSE,FALSE
2757,1,2,1,1,2,2,0,0,12.07468889,0,4,1,1,3,2,1,FALSE,FALSE,FALSE
2758,0,0,0,0,1,1,1,1,0,0.6,4,4,2,1,3,1,FALSE,FALSE,FALSE
2759,1,2,0,0,2,3,0,0,9.001857143,0.4,4,1,1,3,4,1,FALSE,FALSE,FALSE
2760,1,0,0,0,1,2,0,0,0,0.2,4,2,2,1,3,1,FALSE,FALSE,FALSE
2761,0,0,0,0,0,0,0,0,0,0.8,4,3,2,1,3,1,FALSE,FALSE,FALSE
2762,0,0,0,0,1,0,0,0,0,0.6,4,4,2,1,6,1,FALSE,FALSE,FALSE
2763,0,0,0,0,0,0,0,0,0,0,4,2,2,4,3,1,TRUE,FALSE,FALSE
2764,0,0,0,0,1,2,1,0,0,0.4,4,2,2,3,4,1,FALSE,FALSE,FALSE
2765,1,1,1,1,2,2,0,1,13.40298256,0,4,3,2,6,3,1,FALSE,TRUE,FALSE
2766,1,2,1,0,1,1,1,0,0,0,4,3,2,1,11,1,TRUE,FALSE,FALSE
2767,0,0,0,0,1,2,0,0,14.96432,0,4,1,8,4,20,1,TRUE,TRUE,FALSE
2768,0,0,0,0,0,0,0,0,0,1,4,4,1,2,3,1,TRUE,FALSE,TRUE
2769,0,0,0,0,1,3,1,1,31.40784,0,4,2,2,3,5,2,FALSE,TRUE,FALSE
2770,0,0,0,0,1,0,1,1,0,0,4,2,2,1,1,1,TRUE,FALSE,FALSE
2771,0,2,1,1,1,3,1,1,0,0,4,1,1,1,6,2,TRUE,FALSE,FALSE
2772,0,0,0,0,1,1,1,0,0,0.8,4,2,4,1,3,1,FALSE,FALSE,FALSE
2773,0,1,1,1,1,3,0,0,0,1,4,2,2,1,6,1,TRUE,FALSE,TRUE
2774,0,0,0,0,1,2,0,0,0,0,4,1,1,1,1,1,FALSE,FALSE,FALSE
2775,1,2,0,0,1,1,0,0,0,0,4,2,5,1,19,1,FALSE,FALSE,FALSE
2776,1,2,1,1,2,3,1,1,7.345321739,0,4,1,1,2,20,1,FALSE,FALSE,FALSE
2777,0,0,1,1,1,1,1,1,0,0,4,2,2,4,4,1,FALSE,FALSE,FALSE
2778,0,0,0,0,0,0,0,0,0,0,4,2,2,6,3,1,FALSE,FALSE,FALSE
2779,1,1,0,0,1,2,1,1,47.93128205,0,4,3,2,3,2,2,TRUE,TRUE,FALSE
2780,0,0,0,0,1,0,1,0,0,0.6,4,2,2,1,2,1,FALSE,FALSE,FALSE
2781,0,0,0,0,0,0,1,0,0,0.8,4,2,2,3,1,1,FALSE,FALSE,FALSE
2782,1,2,1,1,1,1,1,1,30.269375,0,4,2,2,4,2,2,TRUE,TRUE,FALSE
2783,1,2,1,1,1,3,1,1,4.744206349,0,4,3,2,8,2,1,TRUE,FALSE,FALSE
2784,0,0,1,1,1,2,0,1,34.4925,0.8,4,3,2,8,4,1,FALSE,TRUE,FALSE
2785,0,0,0,0,1,1,0,0,10.4445,0,4,2,5,5,1,1,FALSE,TRUE,FALSE
2786,0,1,0,0,1,2,1,1,0,0,4,3,2,2,2,1,FALSE,FALSE,FALSE
2787,0,0,0,0,0,1,1,1,0,0,4,4,1,3,2,1,FALSE,FALSE,FALSE
2788,0,0,0,0,1,2,0,0,0,0.4,4,2,2,2,4,1,FALSE,FALSE,FALSE
2789,0,0,0,0,1,2,1,1,55.23646154,0,4,1,1,3,4,1,FALSE,TRUE,FALSE
2790,0,1,0,0,2,3,0,0,0,0,4,2,2,1,6,1,FALSE,FALSE,FALSE
2791,0,1,0,0,1,1,1,0,20.394,0,4,2,2,7,13,1,FALSE,FALSE,FALSE
2792,0,0,0,0,2,2,0,0,0,0.2,4,1,1,1,1,1,FALSE,FALSE,FALSE
2793,0,0,0,0,0,0,0,0,0,0,4,2,6,1,3,1,FALSE,FALSE,FALSE
2794,0,0,0,0,1,0,1,0,64.788,0,4,2,2,1,2,1,FALSE,TRUE,FALSE
2795,1,1,0,0,1,0,1,1,0,0,4,2,2,9,3,1,FALSE,FALSE,FALSE
2796,0,0,0,0,0,0,0,0,0,0,4,1,1,3,3,1,FALSE,FALSE,FALSE
2797,0,0,0,0,1,0,0,0,0,0.8,4,2,5,2,3,1,FALSE,FALSE,FALSE
2798,0,1,0,0,1,1,0,0,0,0.8,4,3,2,1,13,1,FALSE,FALSE,FALSE
2799,0,0,0,0,0,2,0,0,0,0.4,4,2,5,1,1,1,FALSE,FALSE,FALSE
2800,0,0,0,0,0,0,0,0,0,0,4,3,2,1,6,1,FALSE,FALSE,FALSE
2801,0,0,1,1,1,1,1,1,29.848,0,4,2,4,1,4,2,FALSE,TRUE,FALSE
2802,1,2,0,0,1,0,1,1,0,0,4,1,1,6,1,1,FALSE,FALSE,FALSE
2803,0,0,0,0,1,1,1,1,0,0,4,2,2,8,4,1,FALSE,FALSE,FALSE
2804,0,0,0,0,1,2,0,0,0,0.4,4,2,2,1,3,1,FALSE,FALSE,FALSE
2805,0,0,0,0,1,1,1,0,0,0,4,1,1,3,2,1,TRUE,FALSE,FALSE
2806,0,0,0,0,0,0,1,1,0,0,4,2,2,2,13,1,FALSE,FALSE,FALSE
2807,0,0,0,0,0,0,1,0,0,0,4,2,2,1,4,1,FALSE,FALSE,FALSE
2808,0,0,0,0,1,2,1,0,0,0.6,4,2,2,4,6,1,FALSE,FALSE,FALSE
2809,0,0,0,0,0,0,0,0,0,0.8,4,2,2,1,6,1,FALSE,FALSE,FALSE
2810,0,1,0,0,2,3,1,1,28.53153488,0.6,4,2,2,4,13,1,FALSE,TRUE,FALSE
2811,0,0,0,0,2,1,1,0,0,0.4,4,2,5,3,3,1,FALSE,FALSE,FALSE
2812,0,0,0,0,0,0,0,0,0,0,4,3,2,2,1,1,FALSE,FALSE,FALSE
2813,0,1,1,1,1,3,1,1,18.99561538,0.4,4,3,2,1,13,1,FALSE,TRUE,FALSE
2814,0,0,0,0,0,0,0,0,0,0.8,4,2,2,7,6,1,FALSE,FALSE,FALSE
2815,0,0,0,0,1,0,0,0,0,0.4,4,2,5,1,4,1,FALSE,FALSE,FALSE
2816,0,0,0,0,1,1,1,0,0,0,4,2,5,4,2,1,FALSE,FALSE,FALSE
2817,1,1,0,0,2,3,1,0,13.11733918,0,4,2,2,1,14,1,FALSE,TRUE,FALSE
2818,0,0,0,0,1,3,1,0,0,0.6,4,2,5,3,1,1,FALSE,FALSE,FALSE
